,action_type,author.name,message,message_type,timestamp
318,add_chat_item,Graham Dennis,"bushy, bussy. mushy and tushy",text_message,1703712872322859
319,add_chat_item,Zafiez Hied,"He never touched them, they're not real",text_message,1703712878800639
320,add_chat_item,Yez zir,that's what I thought!,text_message,1703712881921184
321,add_chat_item,EllieKatt,chat gpt generated people,text_message,1703712884791926
322,add_chat_item,Jan Rasmussen,Gravity!!!,text_message,1703712887611114
323,add_chat_item,Zafiez Hied,They're holograms,text_message,1703712888357076
324,add_chat_item,Dark Magpie Studios,what's the boy band called?,text_message,1703712890496093
325,add_chat_item,SlaytheSquire,Not to be confused with a casting couch,text_message,1703712894767351
326,add_chat_item,Riley Lusk,big mushroom,text_message,1703712896036524
327,add_chat_item,Dingleberry,Gravity time ,text_message,1703712899728623
328,add_chat_item,Jan Rasmussen,It is clenched like never before!!!,text_message,1703712902724859
329,add_chat_item,Lobo Joguinhos,PLS DON'T FALL FROM THE BRANCH PLS ;-;,text_message,1703712903127572
330,add_chat_item,BlackCat,me ofc ,text_message,1703712904887182
331,add_chat_item,CringeLord $hitAzz,X-mas gifts looking like real people,text_message,1703712908028129
332,add_chat_item,Skeptical Bucketman,Time for loretta´s greatbow,text_message,1703712908368621
333,add_chat_item,CringeLord $hitAzz,nice,text_message,1703712909162941
334,add_chat_item,Marcus Burke,yeah this path is going to be ... interesting,text_message,1703712914573310
335,add_chat_item,Graham Dennis,inb4 fall off tree,text_message,1703712915667357
336,add_chat_item,Zafiez Hied,Gravity is the hardest boss of all,text_message,1703712924567535
337,add_chat_item,Suicidal Cow,Do you have assassin gambit?,text_message,1703712931283117
338,add_chat_item,Nikša Anić,JESUS NO,text_message,1703712934622531
339,add_chat_item,MADMAN 7,gravity death,text_message,1703712940386614
340,add_chat_item,Dingleberry,Might aswell restart now ,text_message,1703712944275541
341,add_chat_item,EllieKatt,that giant is a bit scary,text_message,1703712944677115
